service_id,date,exception_type,holiday_name
SPR22-N-Wdy-1-S9f,20220721,2,
SPR22-N-Wdy-1-S9f,20220722,2,
SPR22-N-Sa-1-S6d,20220723,1,
SPR22-N-Sa-1-S72,20220723,1,
SPR22-N-Su-1-S6d,20220724,1,
SPR22-N-Su-1-S72,20220724,1,
SPR22-S-Sa-1-Sc5,20220730,2,
SPR22-S-Su-1-Sc5,20220731,2,
SPR22-N-Wdy-1-S6d,20220804,2,
SPR22-N-Wdy-1-S6d,20220805,2,
